run_id,market,model,feature_set,seed,config_sha256,aligned_warmup_rows,matched_plan_path
bist100__naive_persistence__close__seed1,bist100,naive_persistence,close,1,ca1e6ed23251116e483f999046a629314ba15d221718bea257b3713e7a3f1411,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__naive_persistence__close__seed7,bist100,naive_persistence,close,7,ccb6422ff01ddf3ffd041744842ac2c7e3b28313d1073a9700c34e33a9b8ee14,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__naive_persistence__close__seed42,bist100,naive_persistence,close,42,7ae9a123ebb884b5334ecc23638dfed870e63a1904b8a06e4e3ce962ee11c214,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__naive_persistence__close__seed123,bist100,naive_persistence,close,123,8f13da2869fce47429dd00c91582f474cbb47eed5f366271ecf60a14511750e2,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__naive_persistence__close__seed2026,bist100,naive_persistence,close,2026,e14c8a67f9d9f9780615b6b91dd002c107d701f9c86d214cd880f7ed7d61287f,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__naive_persistence__indicators__seed1,bist100,naive_persistence,indicators,1,eb55350ab2921cd883a2d8842f72a20465ff2a98ef2841173d1b83837bcafdf0,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__naive_persistence__indicators__seed7,bist100,naive_persistence,indicators,7,05c183952a23680138b35b0d3e42957fb0a8b7a327032f0a87805e934c3593f2,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__naive_persistence__indicators__seed42,bist100,naive_persistence,indicators,42,8bcb3e8910c1fa6649b356193becd0c20750c14cc0be8e3fc81681a7c81412cc,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__naive_persistence__indicators__seed123,bist100,naive_persistence,indicators,123,51b9e8cb7900ac16b8453e18b96c96b957a7d0c6a0277d0dbc430c76e14dfe84,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__naive_persistence__indicators__seed2026,bist100,naive_persistence,indicators,2026,263989aeb483c121d9bbb10117a8c4c823e98178b6c0c3f1bf6b7008102c8c67,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__linear_regression__close__seed1,bist100,linear_regression,close,1,d2852237aee84ac6774494fe78456e8196b3f5305febf4e575b686655a5700ba,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__linear_regression__close__seed7,bist100,linear_regression,close,7,1d5f203aa69cf11c12ae89e240fc46187c31698e9cbd6bc18ad3d5918d94314a,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__linear_regression__close__seed42,bist100,linear_regression,close,42,53a3d8773e962216a692dd28f70a34955a85c825f9321f96d0ee29956f01d19b,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__linear_regression__close__seed123,bist100,linear_regression,close,123,7dadb6a879f0f0672db75995be277f879fc16e437762a4e7b530f99fb682cbca,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__linear_regression__close__seed2026,bist100,linear_regression,close,2026,b6a958ec3227fcdc06aa327fb82708dff8f74b9e80d9bbfe79709af24b73795d,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__linear_regression__indicators__seed1,bist100,linear_regression,indicators,1,0ebd172a585b4605daef0df4a4650252ea92f901bc7e78da57d5f9149a036e05,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__linear_regression__indicators__seed7,bist100,linear_regression,indicators,7,5e0d5ff9229da9574b0a07cbbbe23215b5c3cb0e0dc7cd43770c5ed03027a95f,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__linear_regression__indicators__seed42,bist100,linear_regression,indicators,42,50b7595004dbc1fbf6892421201eb5d5dffe45b4edc60673a06140881363cfde,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__linear_regression__indicators__seed123,bist100,linear_regression,indicators,123,77ebd6342050794201f717064ea5fbfdf537b88f28a749b63fac404494437928,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__linear_regression__indicators__seed2026,bist100,linear_regression,indicators,2026,176ae738dbd2a362ce40a68fa1de2b73b5e159b3e7ab8992b9317f5bcf9dcd3a,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__cnn1d__close__seed1,bist100,cnn1d,close,1,bc24e7d2764b5366d8b12d44a9e16aa116ebad4967ffd674c177b8c988914a82,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__cnn1d__close__seed7,bist100,cnn1d,close,7,a6bebe56ac275830a721f7823088b7c91558ff3e168ce63a918a03b7c558eebd,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__cnn1d__close__seed42,bist100,cnn1d,close,42,51443052bac0e51db45f6b7cc6dd92baf91494c424931e9c3fd0dd21cb781da2,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__cnn1d__close__seed123,bist100,cnn1d,close,123,35c6dced7ac3ceba9b6eae4667f36a99a3eefe76abb19ec35ce2efff8227271b,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__cnn1d__close__seed2026,bist100,cnn1d,close,2026,04469211fdb4e9f4dc5320aebcabac9d2877ab7d9bd344d2a1a0991690193b44,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__cnn1d__indicators__seed1,bist100,cnn1d,indicators,1,f41cece73b35ce1f836e76a6905985f8d825580c259b2a846930815ee9d48dc0,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__cnn1d__indicators__seed7,bist100,cnn1d,indicators,7,c3fe6e3a1c7f84ecffcd3ce929cf2142486edbd73ebb13f0076feb08c0a97cd4,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__cnn1d__indicators__seed42,bist100,cnn1d,indicators,42,beb3c199df88ded56b5d7e59ab9b4fb06251b66163384d28e8a90aa482442ab5,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__cnn1d__indicators__seed123,bist100,cnn1d,indicators,123,504ece49128436a73953b1fe56a1ca85e09dbac439546abc2b3fbd3c36f2e61d,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__cnn1d__indicators__seed2026,bist100,cnn1d,indicators,2026,3218d8a382605f2a5a717ba8126308147b7a51245e17054708eca034328993d5,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__mlp__close__seed1,bist100,mlp,close,1,6ca98048cdb5afd7771f192ff9c351b797da1f87eff735b6ecc01abbcfdbb01e,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__mlp__close__seed7,bist100,mlp,close,7,8313a248c160ff8303bd69de46332340cbd22c92a58789b8f9e029569b9516d6,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__mlp__close__seed42,bist100,mlp,close,42,7a3d0460718c6b70b31bb41cb1091ee9803a3afa58c839bf1e77551fdc701488,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__mlp__close__seed123,bist100,mlp,close,123,9cb57a630cb7417b17abc20c5133ddd1ee14a703f2907ad0a00064857a871767,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__mlp__close__seed2026,bist100,mlp,close,2026,7a5feba8472266e06d4ddb1ff095d57668fadbe2ede42965496b7f707e0c42bd,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__mlp__indicators__seed1,bist100,mlp,indicators,1,0c771cb35e3d8cced0b7652d989f3a5ab91d1e36545c0593082ca2395ea6ee27,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__mlp__indicators__seed7,bist100,mlp,indicators,7,1648e6e41369d993c5ef1c896c786757bc7a5fcb9c343b88d28ecc9cbc5a3e55,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__mlp__indicators__seed42,bist100,mlp,indicators,42,e87b955681acd57dd519de4533bf8371ff28d759b9849eba228d8a3dcaa6b610,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__mlp__indicators__seed123,bist100,mlp,indicators,123,0f397dfd135f2e9405d0ac23052f4a57bbb523eef7bc806823484e31411ade41,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__mlp__indicators__seed2026,bist100,mlp,indicators,2026,7410abda9529f031b35a3f713c2ceacb8f684f1484a4c7bfb6f7f32ce35025cd,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__lstm_gru__close__seed1,bist100,lstm_gru,close,1,72ee5272c7858855eb3e884fb96a15fac9ec1c206306179551ea3e7bd2adfc4e,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__lstm_gru__close__seed7,bist100,lstm_gru,close,7,364c216ac657bb1e21c33ffa5c7a4a1e4d953dbe748634a978df3ce5c29b1acd,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__lstm_gru__close__seed42,bist100,lstm_gru,close,42,558f19375e7099fa34b38a7f6b8795cabda0d00eebaff5552b9222648b2a1dc7,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__lstm_gru__close__seed123,bist100,lstm_gru,close,123,e0ffa35b2d59fc786f45754ea9893e4845b5108ee928c2567d4c8ac5a126078e,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__lstm_gru__close__seed2026,bist100,lstm_gru,close,2026,b8cd61f0cab7f2e4546ee246eb98ae4ae9d165e198c95328fa130ec8074f1c56,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__lstm_gru__indicators__seed1,bist100,lstm_gru,indicators,1,e2784959b3ca8f6b49aa58a08ebd7bc36c8f46b8335b64fe8253cb6aa95d27fe,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__lstm_gru__indicators__seed7,bist100,lstm_gru,indicators,7,5acfbb29631b4d5e5373b79a76dd662ecaf6dc3243b9bef194d9cc1cb3a584cd,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__lstm_gru__indicators__seed42,bist100,lstm_gru,indicators,42,aa81358f28ac21e397ae92dd0952db404f1b946c93ba68dc4f93ad280bcb5cb7,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__lstm_gru__indicators__seed123,bist100,lstm_gru,indicators,123,9ffb8e93e9b23af2d25a3efbeeae04b99932ec9e8472d06b6d4c44f97a0ef841,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__lstm_gru__indicators__seed2026,bist100,lstm_gru,indicators,2026,4537b6d52ffb1f8177b7ed85da2c7792f733993a870aa323a08cd550b7192797,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__dnfs__close__seed1,bist100,dnfs,close,1,52367b79ec2ee8a6de2541bf10ece4d9092d853105407d05519311825b4a7af7,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__dnfs__close__seed7,bist100,dnfs,close,7,94bb507a7a95c60fe24dba18dff9378c8f7c99a98d15952ba6e94d79a2b4bbce,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__dnfs__close__seed42,bist100,dnfs,close,42,1b0b0580d879c64a1e81bb19bf97251d49267d9e4d2d77ace6f88c8d837e5186,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__dnfs__close__seed123,bist100,dnfs,close,123,330139b88bff8b533b837fe41cbaa38611c3331769ab9735f681bb351506cee1,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__dnfs__close__seed2026,bist100,dnfs,close,2026,a8e5aac8f087aedc3882c7635a2cff450571df95d3aae77a8544fd09d75d3f8f,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__dnfs__indicators__seed1,bist100,dnfs,indicators,1,143ff2517b366c7c0c0873385ec145c9a27781f399ddbdd46c0ba61453d9f4b0,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__dnfs__indicators__seed7,bist100,dnfs,indicators,7,dd98591f921c529abdba45dc722b32035be630f3cfb53416044df7a24535f7d4,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__dnfs__indicators__seed42,bist100,dnfs,indicators,42,7b8b138047794f3d38ef4d566cccf4bd6b49fc8d4ee303eec3e058b8c55f41c5,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__dnfs__indicators__seed123,bist100,dnfs,indicators,123,c03f0a569bfb9df0b06857da4e19e04add6749935b17c33a95dc4bd121f65167,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
bist100__dnfs__indicators__seed2026,bist100,dnfs,indicators,2026,800d9b38d9f1e57160ebef3da93ed97809d838443037ead51139ffc85262089b,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/bist100_plan.csv
